,userId,movieId
3921,33309,99114
3924,33328,218537
3925,33390,55255
3927,33432,4878
3931,33432,47610
3933,33432,62434
3937,33432,67734
3941,33432,85763
3942,33459,342
3943,33489,1248
3946,33489,1276
3951,33489,77307
3952,33545,185001
3956,33704,3983
3957,33854,3256
3959,33854,5785
3960,33854,83049
3965,33866,128360
4026,33885,93838
4027,33885,99114
4028,33930,91266
4029,33932,475
4030,33932,7438
4031,33977,1243
4034,34001,3489
4035,34005,5617
4036,34036,8363
4040,34036,218537
4042,34036,277028
4044,34036,286107
4046,34081,3263
4054,34185,3309
4055,34185,4878
4058,34185,25771
4060,34185,64278
4062,34185,77307
4066,34185,105597
4067,34185,184667
4068,34217,4878
4074,34297,5785
4075,34297,99114
4086,34316,27523
4087,34320,143385
4088,34324,5617
4090,34324,47610
4092,34324,99114
4096,34364,91266
4102,34364,218537
4107,34416,2819
4108,34458,2064
4130,34458,3489
4139,34458,8949
4152,34458,71264
4163,34458,203296
4196,34458,218537
4238,34734,143385
4243,34784,4878
4248,34784,27523
4249,34784,204542
4253,34874,910
4307,34874,3927
4319,34874,8949
4328,34874,47610
4332,34874,93838
4349,34874,99114
4368,34874,128360
4391,34874,140820
4394,34874,143385
4419,34902,2336
4422,35243,62434
4423,35289,1248
4425,35289,8949
4428,35289,47610
4430,35289,53000
4433,35376,122423
4439,35411,910
4440,35411,1276
4441,35411,2600
4443,35411,3019
4444,35411,6433
4446,35426,2336
4451,35426,4878
4462,35426,99114
4468,35484,169022
4472,35484,189227
4477,35536,99114
4491,35546,208170
4492,35865,4878
4493,35872,63676
4494,35925,7438
4497,35952,910
4498,35952,6433
4500,35952,88022
4503,36019,2600
4505,36030,50804
4506,36030,71264
4512,36038,475
4517,36038,910
4518,36105,93838
4527,36105,231701
4528,36165,2600
4529,36165,3263
4530,36165,5561
4531,36165,8949
4532,36200,3256
4534,36200,4878
4535,36200,5785
4536,36200,94266
4539,36287,185001
4540,36595,910
4550,36595,7579
4552,36595,47610
4553,36595,62434
4560,36788,99114
4568,36811,4878
4574,36936,7438
4575,36938,3263
4580,36938,3264
4582,36938,6880
4586,36938,7438
4587,36938,7845
4589,36938,25771
4592,36938,26398
4600,36938,47610
4603,36938,99114
4612,36938,99530
4614,36938,99636
4620,36938,182673
4621,36938,255337
4627,36972,112897
4628,37008,45
4629,37008,237
4632,37008,342
4634,37008,475
4635,37008,910
4636,37008,1243
4637,37008,1276
4638,37008,1735
4639,37008,2064
4641,37008,2336
4642,37008,2553
4643,37008,2600
4644,37008,3108
4645,37008,3263
4646,37008,3489
4647,37008,3983
4648,37008,4477
4649,37008,4787
4650,37008,4878
4651,37008,5451
4653,37008,7438
4654,37008,7981
4655,37008,8920
4656,37008,8949
4657,37020,5617
4658,37045,910
4661,37045,67734
4663,37092,7438
4669,37331,47610
4671,37431,3264
4673,37432,4878
4676,37590,141852
4677,37590,191799
4680,37590,204542
4688,37677,2600
4693,37677,2722
4698,37677,62434
4710,37677,65894
4712,37677,109027
4717,37677,128991
4721,37677,137303
4726,37677,141844
4734,37677,146040
4739,37677,153582
4744,37677,171541
4749,37677,171703
4753,37677,172489
4756,37677,172795
4759,37677,173799
4763,37677,175449
4767,37745,5617
4768,37745,134789
4769,37745,150696
4772,37745,169218
4774,37745,175363
4776,37745,186819
4777,37745,193960
4778,37745,217831
4779,37745,283855
4780,38028,122423
4781,38242,128360
4785,38258,3256
4786,38258,5785
4787,38319,5617
4793,38319,71264
4797,38355,74541
4805,38384,128360
4807,38505,47610
4816,38517,3489
4817,38517,4878
4818,38517,7438
4819,38517,45517
4820,38517,47610
4821,38517,53000
4822,38517,99114
4823,38718,3108
4828,38718,77307
4829,38718,128360
4834,38718,183985
4837,38754,1339
4838,38870,4878
4839,38934,2227
4840,38934,7826
4841,38934,47610
4843,39025,495
4845,39061,45517
4854,39061,71264
4861,39081,5693
4867,39081,6433
4868,39081,99114
4874,39081,121227
4879,39081,128360
4884,39081,143237
4888,39081,166777
4894,39081,218537
4899,39119,4878
4923,39134,47610
4924,39153,7438
4929,39289,75813
4930,39315,781
4933,39315,143385
4934,39429,193960
4936,39441,58490
4938,39447,160892
4939,39463,2819
4944,39463,94266
4945,39515,27604
4949,39520,99114
4952,39835,2336
4954,39835,99114
4957,39866,4878
4960,39908,204542
4963,39953,99114
4976,39953,128360
4983,39958,4878
4991,40043,5617
4992,40128,2315
4993,40128,2819
4994,40128,5785
4995,40168,4878
4999,40402,45517
5006,40402,47610
5010,40402,53000
5013,40402,99114
5016,40402,112897
5033,40515,4878
5041,40515,7438
5047,40515,47610
5054,40515,93838
5060,40515,99114
5076,40515,122918
5080,40573,5693
5081,40582,195261
5082,40603,99114
5086,41018,99114
5089,41031,7438
5093,41098,170957
5094,41106,4878
5096,41106,218537
5097,41248,1339
5099,41407,25771
5104,41432,4878
5110,41432,5617
5113,41454,2600
5128,41454,93838
5137,41457,8949
5138,41480,2600
5141,41480,4878
5154,41480,62434
5159,41623,77307
5179,41623,78344
5186,41623,99114
5197,41641,99114
5202,41653,93838
5210,41685,7438
5213,41758,183985
5216,41897,72167
5218,42238,2064
5222,42238,5817
5227,42299,4878
5235,42299,7438
5238,42299,45517
5241,42299,63676
5252,42299,77307
5273,42299,99114
5276,42299,128360
5278,42299,174241
5281,42410,7438
5286,42451,99114
5291,42451,122918
5292,42451,128360
5296,42451,143385
5303,42475,1248
5304,42475,4878
5305,42495,99114
5309,42611,4878
5311,42648,3836
5313,42785,47610
5315,42828,2315
5316,42828,4878
5317,42828,7438
5318,42865,47610
5324,43107,99114
5326,43107,128360
5328,43322,2600
5338,43322,4878
5353,43322,72167
5354,43322,218537
5365,43378,4878
5366,43408,77307
5368,43493,4878
5377,43522,4878
5384,43522,99114
5390,43561,1248
5391,43561,3256
5393,43561,5785
5394,43772,27643
5400,43801,71264
5402,43801,122918
5407,43821,3489
5411,43953,5617
5412,43953,8949
5413,43983,4878
5418,43983,7438
5424,43983,67734
5426,43983,93838
5428,43983,99114
5435,43994,4878
5440,44230,152
5451,44230,1339
5472,44230,5785
5475,44230,7438
5494,44230,7981
5505,44230,53000
5516,44269,3256
5517,44336,5612
5519,44345,99114
5521,44381,8372
5523,44436,1248
5524,44443,255337
5525,44467,101088
5529,44470,495
5536,44470,4878
5546,44538,910
5549,44613,8949
5551,44755,4878
5552,44948,7981
5557,44948,93838
5563,44948,99114
5575,44948,218537
5578,44992,2600
5579,44992,47610
5580,45052,4878
5582,45090,3489
5583,45090,47610
5584,45090,101088
5585,45094,26083
5586,45113,33288
5587,45183,207830
5592,45386,94266
5595,45875,1339
5604,45875,2600
5612,45875,3927
5617,45875,4440
5619,45875,7438
5621,45875,76130
5624,45897,94266
5626,45908,1276
5630,45926,7438
5633,45926,71264
5634,46025,45
5636,46025,781
5637,46025,1243
5638,46025,1248
5639,46025,1339
5642,46025,1426
5643,46025,1525
5644,46025,3108
5646,46025,3309
5647,46025,3489
5649,46025,3836
5650,46025,4467
5651,46025,5058
5652,46025,6441
5654,46025,6814
5655,46025,6998
5656,46025,7438
5658,46025,8667
5659,46025,8923
5660,46025,45517
5661,46025,47610
5662,46025,56333
5663,46025,58059
5666,46025,66808
5667,46077,1243
5676,46077,7438
5686,46223,7438
5688,46273,77307
5689,46411,2600
5695,46503,99114
5702,46503,128360
5710,46551,7438
5711,46616,4878
5712,46767,4878
5716,46767,71264
5720,46809,1243
5723,46809,25771
5725,46809,67734
5727,46809,71264
5728,46954,910
5731,46954,191799
5733,46958,4878
5737,47231,3256
5738,47231,5785
5739,47383,47610
5744,47383,122918
5749,47396,83250
5750,47440,2722
5753,47440,99114
5759,47440,213604
5760,47440,218537
5762,47553,7438
5775,47553,99114
5784,47557,475
5798,47557,910
5812,47557,1339
5822,47557,2227
5823,47557,2722
5830,47557,3256
5833,47557,5617
5836,47557,50445
5837,47557,50804
5840,47557,53000
5844,47557,69768
5845,47557,77798
5846,47557,78095
5847,47557,140820
5849,47557,183157
5850,47557,185167
5851,47559,4878
5852,47610,53000
5853,47696,475
5854,47749,4878
5855,47785,93838
5859,47785,122918
5867,47906,1243
5868,47960,3264
5869,47960,7438
5870,47960,45517
5871,47960,53000
5872,47985,2315
5873,47985,2600
5876,47985,3983
5877,47985,4878
5884,47985,77307
5890,47985,99114
5899,48016,7438
5907,48016,53000
5911,48063,62434
5915,48073,52443
5921,48073,93838
5922,48132,342
5923,48136,1248
5924,48136,2336
5925,48136,3836
5927,48193,99114
5932,48193,128360
5943,48193,218537
5954,48212,169218
5955,48453,5227
5956,48475,7438
5957,48555,1248
5960,48568,7438
5965,48633,7438
5968,48633,53000
5971,48657,144976
5978,48657,218537
5986,48835,910
5989,49128,128360
5991,49160,122918
5992,49191,8372
6001,49241,4903
6002,49243,62434
6005,49352,59709
6010,49352,77307
6011,49352,144976
6014,49358,4878
6015,49358,7438
6018,49358,8949
6019,49358,77307
6020,49358,128360
6023,49408,77307
6025,49429,5617
6028,49551,2315
6029,49551,4878
6032,49551,7438
6033,49561,67734
6038,49618,1276
6039,49681,2336
6043,49745,8949
6047,49745,67734
6050,49755,136874
6054,49792,45517
6056,49837,1243
6057,49837,3108
6060,49880,67734
6062,49880,94266
6071,49880,101088
6072,49880,128360
6077,49902,99114
6078,49962,49951
6079,49982,1339
6082,49982,25771
6085,49982,62434
6086,49998,3983
6087,50054,99114
6118,50054,122918
6133,50054,128360
6159,50054,204542
6161,50082,128360
6164,50224,475
6168,50225,99114
