userId,movieId,rating
1135,5617,5.0
1140,475,5.0
1140,4878,4.5
1140,8949,4.5
1140,47610,4.5
1140,58718,5.0
1140,128360,4.5
1146,7438,4.5
1146,47610,4.5
1149,1276,5.0
1149,2819,5.0
1150,1276,5.0
1150,2064,5.0
1150,47610,4.5
1151,910,5.0
1151,1248,5.0
1151,2227,5.0
1151,3019,5.0
1152,1276,4.5
1152,6441,5.0
1152,7438,5.0
1155,99114,4.5
1161,4878,4.5
1168,1276,4.5
1169,2600,5.0
1170,342,5.0
1170,4878,4.5
1174,47610,4.5
1176,1276,4.5
1185,7438,5.0
1185,99114,4.5
1185,128360,4.5
1192,4878,4.5
1194,99114,5.0
1199,3263,4.5
1199,7438,4.5
1199,128360,5.0
1201,910,5.0
1202,168760,5.0
1208,2722,4.5
1208,3108,5.0
1208,4878,4.5
1209,1248,4.5
1209,3983,4.5
1209,5058,4.5
1209,6113,4.5
1210,103,5.0
1210,3256,5.0
1211,99114,4.5
1213,3256,4.5
1215,7981,4.5
1215,99114,5.0
1215,128360,5.0
1216,4878,5.0
1216,53000,5.0
1216,99114,5.0
1224,3489,5.0
1226,1243,4.5
1227,122918,4.5
1228,3019,4.5
1229,99114,4.5
1236,1248,5.0
1238,4878,5.0
1238,47610,4.5
1238,99114,5.0
1238,128360,5.0
1244,99114,4.5
1245,4878,5.0
1245,50804,5.0
1246,99114,4.5
1246,128360,5.0
1253,342,5.0
1254,2064,5.0
1254,3019,4.5
1254,4878,5.0
1257,2064,4.5
1260,7438,4.5
1260,93838,5.0
1260,99114,4.5
1268,910,5.0
1271,4878,4.5
1272,1339,5.0
1273,4878,5.0
1273,5047,4.5
1279,4878,5.0
1291,99114,5.0
1294,77307,4.5
1296,4878,4.5
1298,1276,4.5
1298,3983,4.5
1299,143385,5.0
1300,1276,5.0
1300,2064,5.0
1300,2819,5.0
1301,1243,5.0
1305,7438,5.0
1305,47610,5.0
1306,3108,4.5
1306,4878,5.0
1307,7438,5.0
1310,2336,5.0
1314,1276,4.5
1314,2064,4.5
1314,7438,4.5
1314,7981,5.0
1315,47610,4.5
1317,2819,5.0
1317,4878,5.0
1317,7438,5.0
1317,7981,5.0
1317,53000,5.0
1317,93838,5.0
1317,99114,5.0
1317,143385,5.0
1318,3489,4.5
1318,122918,4.5
1320,7438,4.5
1322,475,5.0
1331,128360,5.0
1332,99114,4.5
1333,8949,5.0
1334,7438,5.0
1334,47610,5.0
1334,122918,4.5
1334,218537,5.0
1335,342,4.5
1347,3256,5.0
1349,7438,5.0
1349,99114,5.0
1351,475,4.5
1351,4878,4.5
1353,910,5.0
1353,4878,4.5
1357,99114,5.0
1359,47610,5.0
1360,47610,5.0
1360,72167,5.0
1360,93838,5.0
1360,131270,4.5
1361,99114,4.5
1375,1276,5.0
1376,218537,5.0
1384,99114,5.0
1385,99114,4.5
1386,2064,4.5
1387,99114,4.5
1387,128360,4.5
1388,47610,4.5
1389,1339,5.0
1392,342,5.0
1392,1276,5.0
1394,2064,4.5
1394,8949,5.0
1395,3108,5.0
1396,7438,5.0
1401,4878,4.5
1402,1276,5.0
1403,7438,5.0
1404,2064,5.0
1405,3264,5.0
1409,4878,5.0
1409,99114,4.5
1415,3489,5.0
1415,5785,4.5
1419,99114,4.5
1419,128360,5.0
1420,4878,5.0
1421,45,4.5
1421,1248,4.5
1421,2064,4.5
1421,3836,5.0
1421,4878,5.0
1424,4878,4.5
1424,7438,4.5
1424,8949,5.0
1424,67734,4.5
1425,1735,5.0
1425,2336,5.0
1425,7438,5.0
1425,62434,5.0
1425,99114,5.0
1432,342,4.5
1442,4878,4.5
1448,4878,4.5
1448,8949,5.0
1451,1276,5.0
1453,122918,4.5
1455,99114,5.0
1458,45517,4.5
1458,218537,4.5
1459,4878,5.0
1461,910,4.5
1462,4878,4.5
1463,4878,5.0
1469,3108,4.5
1469,3256,5.0
1472,910,5.0
1474,910,5.0
1474,1019,5.0
1474,2553,5.0
1484,1248,5.0
1490,2600,5.0
1490,3019,5.0
1490,3983,5.0
1490,5693,5.0
1493,99114,4.5
1494,4878,4.5
1503,2064,5.0
1505,122918,4.5
1507,45,5.0
1507,1019,5.0
1507,2064,5.0
1507,2336,5.0
1508,1276,4.5
1512,1248,5.0
1515,45517,4.5
1517,3489,4.5
1518,1276,5.0
1519,1339,4.5
1519,7438,4.5
1519,32657,4.5
1522,7438,4.5
1526,7438,4.5
1526,99114,5.0
1527,3256,5.0
1529,4878,5.0
1530,342,4.5
1530,910,5.0
1530,1914,5.0
1530,2064,5.0
1530,3983,4.5
1531,1243,5.0
1531,2336,5.0
1533,7438,4.5
1533,47610,5.0
1533,143385,5.0
1535,1276,5.0
1536,910,5.0
1536,1276,4.5
1539,475,5.0
1541,1248,5.0
1541,25771,4.5
1542,3256,5.0
1543,4878,4.5
1549,3983,4.5
1551,2600,4.5
1551,33288,4.5
1552,4878,4.5
1552,7579,5.0
1553,4878,5.0
1553,7438,4.5
1553,99114,5.0
1554,1276,4.5
1556,2553,5.0
1556,7438,4.5
1558,1248,5.0
1558,3983,5.0
1562,68536,4.5
1567,45517,5.0
1570,4878,5.0
1570,7438,5.0
1576,47610,4.5
1584,342,5.0
1587,4878,5.0
1590,1243,5.0
1590,2064,5.0
1590,2336,5.0
1590,3108,5.0
1595,388,5.0
1598,4878,5.0
1601,3256,4.5
1601,3836,5.0
1601,7438,4.5
1602,1248,5.0
1602,2600,5.0
1602,4878,5.0
1602,25771,5.0
1605,7438,4.5
1610,1276,5.0
1611,4878,5.0
1611,6705,5.0
1611,79166,4.5
1615,99114,5.0
1617,4878,5.0
1617,112897,4.5
1617,122918,5.0
1617,143385,5.0
1624,7438,4.5
1629,72167,5.0
1629,99114,5.0
1629,122918,5.0
1633,47610,5.0
1636,143385,4.5
1638,2336,5.0
1648,2336,4.5
1648,3108,4.5
1648,3983,4.5
1648,5817,4.5
1651,99114,4.5
1653,7438,5.0
1657,7438,5.0
1657,47610,5.0
1657,112897,5.0
1664,910,5.0
1664,1248,5.0
1666,7438,5.0
1666,99114,5.0
1668,33945,5.0
1670,122918,4.5
1674,7438,4.5
1676,4878,5.0
1677,7438,5.0
1685,4878,4.5
1685,8949,5.0
1687,2336,5.0
1688,2819,5.0
1688,160892,5.0
1688,165509,5.0
1689,4878,4.5
1689,7438,5.0
1690,53000,4.5
1693,1248,5.0
1695,342,5.0
1697,1184,4.5
1703,1276,4.5
1703,4878,4.5
1703,99114,4.5
1706,103,5.0
1715,910,5.0
1717,2336,5.0
1719,1914,5.0
1719,3108,5.0
1721,8949,5.0
1721,32657,4.5
1721,68347,5.0
1721,99114,4.5
1723,3108,4.5
1726,4878,5.0
1726,99114,5.0
1729,7438,4.5
1729,53000,5.0
1731,342,5.0
1731,4878,5.0
1734,99114,4.5
1735,2819,4.5
1735,3489,5.0
1735,4467,5.0
1735,47610,4.5
1735,58490,4.5
1739,7438,5.0
1743,7438,4.5
1743,53000,4.5
1745,4878,4.5
1745,99114,4.5
1756,1248,5.0
1758,475,5.0
1758,7438,4.5
1760,47610,4.5
1762,3256,5.0
1768,1019,4.5
1769,4878,4.5
1777,7438,4.5
1777,99114,5.0
1778,2600,4.5
1778,4878,5.0
1778,53000,5.0
1778,99114,5.0
1779,910,5.0
1779,1914,5.0
1780,4878,4.5
1780,7438,4.5
1780,99114,4.5
1782,475,4.5
1783,2336,5.0
1783,4787,5.0
1784,7438,5.0
1787,4878,4.5
1791,7438,4.5
1793,85763,4.5
1799,7438,5.0
1799,99114,4.5
1801,99114,5.0
1804,7438,5.0
1804,99114,5.0
1806,99114,4.5
1806,122918,4.5
1806,143385,4.5
1806,200630,4.5
1806,218537,5.0
1810,2064,5.0
1810,3983,4.5
1810,4903,4.5
1810,8949,4.5
1815,2600,4.5
1824,3983,5.0
1824,4903,5.0
1824,169218,5.0
1825,237,5.0
1828,910,5.0
1831,2064,5.0
1833,99114,4.5
1834,45,5.0
1834,342,5.0
1834,711,5.0
1837,963,5.0
1841,1276,5.0
1846,3256,4.5
1851,93838,4.5
1851,99114,5.0
1851,122918,5.0
1851,128360,5.0
1852,1339,5.0
1855,5047,4.5
1856,1276,5.0
1861,7438,5.0
1861,53000,5.0
1861,128360,5.0
1863,781,4.5
1863,7438,4.5
1863,45517,4.5
1863,99114,5.0
1864,4878,4.5
1865,1339,4.5
1865,3108,4.5
1865,4878,5.0
1865,7438,4.5
1866,99114,5.0
1866,128360,5.0
1867,4878,4.5
1867,7438,4.5
1867,99114,4.5
1867,122918,5.0
1867,128360,4.5
1871,99114,4.5
1873,7981,5.0
1873,47610,4.5
1874,47610,5.0
1874,93838,4.5
1877,2336,5.0
1879,1243,5.0
1879,1735,5.0
1881,1243,5.0
1889,7438,5.0
1890,143385,4.5
1896,1339,4.5
1899,99114,5.0
1900,2600,5.0
1900,4878,4.5
1901,122918,4.5
1905,2600,4.5
1905,27604,5.0
1905,130046,5.0
1905,166777,5.0
1906,7438,5.0
1906,122918,5.0
1906,143385,5.0
1907,1184,4.5
1907,99114,5.0
1913,122918,5.0
1914,910,5.0
1918,99114,5.0
1918,128360,4.5
1918,143385,4.5
1920,475,4.5
1920,1248,4.5
1920,3108,4.5
1920,7438,4.5
1920,207830,4.5
1921,47610,4.5
1927,3256,4.5
1928,4878,4.5
1928,99114,4.5
1928,128360,4.5
1928,143385,5.0
1931,4878,5.0
1934,2336,5.0
1937,1276,5.0
1938,7438,5.0
1940,3489,5.0
1942,910,5.0
1942,1248,5.0
1942,77307,5.0
1946,7438,4.5
1947,1276,5.0
1950,7438,4.5
1953,781,5.0
1953,910,5.0
1953,1248,5.0
1953,1276,5.0
1953,3019,5.0
1953,3108,5.0
1953,4878,5.0
1953,5693,5.0
1953,7438,5.0
1953,8949,5.0
1954,237,5.0
1956,99114,5.0
1956,122918,4.5
1957,7438,4.5
1958,910,4.5
1959,4878,5.0
1959,5693,4.5
1959,7438,4.5
1961,4878,5.0
1963,99114,4.5
1964,3108,5.0
1964,128360,5.0
1966,4878,5.0
1967,1276,5.0
1970,4878,5.0
1971,1276,5.0
1971,2819,5.0
1976,7438,5.0
1978,99114,5.0
1986,3489,5.0
1986,3927,5.0
1986,5617,5.0
1989,7438,5.0
1995,910,4.5
1995,4878,4.5
1996,1276,4.5
1997,99114,5.0
2000,122918,5.0
2001,7438,4.5
2002,475,5.0
2003,1019,5.0
2004,4878,4.5
2007,7438,5.0
2007,99114,5.0
2008,4878,5.0
2008,47610,4.5
2009,3836,4.5
2009,7438,5.0
2010,3983,5.0
2011,910,5.0
2011,1914,5.0
2012,2819,5.0
2015,45517,5.0
2015,118466,4.5
2017,7438,5.0
2017,99114,5.0
2019,4878,4.5
2025,112897,4.5
2026,4467,5.0
2035,910,5.0
2035,1248,5.0
2036,7438,4.5
2036,99114,4.5
2038,2336,5.0
2039,1276,4.5
2042,4878,5.0
2042,99114,5.0
2042,143385,5.0
2044,99114,4.5
2045,99114,4.5
2046,2722,5.0
2049,1019,4.5
2051,4878,5.0
2053,910,4.5
2053,1276,4.5
2054,1248,5.0
2054,2064,5.0
2057,910,5.0
2057,3108,5.0
2058,1276,4.5
2061,71264,5.0
2062,910,5.0
2064,4878,5.0
2064,5617,5.0
2067,4878,5.0
2067,7438,5.0
2071,99114,4.5
2072,3836,4.5
2073,1248,4.5
2074,122918,5.0
2078,7438,4.5
2078,47610,5.0
2082,2336,5.0
2087,7438,4.5
2088,122918,4.5
2094,1019,5.0
2094,3489,5.0
2100,7438,5.0
2108,1339,5.0
2112,1339,4.5
2112,3256,5.0
2112,53000,5.0
2112,72167,5.0
2112,112897,4.5
2113,47610,5.0
2113,122918,5.0
2115,2336,5.0
2115,7981,4.5
2118,7438,5.0
2121,4878,5.0
2123,4878,4.5
2123,128360,4.5
2124,4878,5.0
2132,7438,4.5
2132,53000,5.0
2132,67734,4.5
2132,99114,4.5
2136,99114,4.5
2137,2722,4.5
2137,3489,4.5
2137,47610,5.0
2137,99114,5.0
2137,106540,4.5
2137,112897,4.5
2142,3019,4.5
2142,7438,4.5
2142,8949,5.0
2147,3836,4.5
2151,342,5.0
2151,910,5.0
2155,5617,4.5
2159,342,5.0
2159,910,5.0
2159,1276,5.0
2159,1914,5.0
2161,6433,4.5
2165,47610,4.5
2168,5617,5.0
2168,5785,5.0
2168,7438,5.0
2168,62434,5.0
2168,93838,5.0
2168,99114,5.0
2170,99114,5.0
2179,4878,4.5
2179,7438,4.5
2179,99114,5.0
2180,4878,4.5
2180,7438,4.5
2181,7438,5.0
2181,122918,5.0
2183,1276,5.0
2189,53000,4.5
2194,1276,5.0
2194,4878,4.5
2197,5047,4.5
2198,4878,5.0
2202,2064,5.0
2202,2430,5.0
2207,99114,4.5
2209,4878,5.0
2209,53000,4.5
2212,1276,5.0
2212,2819,5.0
2212,3108,5.0
2212,3836,5.0
2212,7438,5.0
2212,8949,5.0
2216,4878,5.0
2216,7438,5.0
2216,99114,5.0
2216,218537,4.5
2229,1248,5.0
2229,1276,5.0
2232,2600,5.0
2233,4878,4.5
2233,5617,4.5
2233,47610,4.5
2235,45517,5.0
2239,910,5.0
2240,475,5.0
2244,93838,5.0
2246,77798,5.0
2249,67734,5.0
2250,910,5.0
2250,1276,5.0
2254,4878,4.5
2254,7438,4.5
2258,99114,4.5
2265,342,5.0
2267,4878,4.5
2268,5785,4.5
2270,4878,4.5
2273,910,5.0
2274,122918,4.5
2276,2819,5.0
2279,475,5.0
2281,1339,4.5
2283,128360,4.5
2286,3256,5.0
2288,4878,5.0
2289,5047,4.5
2289,93838,5.0
2289,99114,4.5
2289,122918,4.5
2289,128360,5.0
2291,910,4.5
2293,47610,4.5
2295,191799,5.0
2308,7438,5.0
2309,53000,5.0
2311,2336,5.0
2312,122918,5.0
2313,475,4.5
2317,5617,4.5
2317,7438,4.5
2317,8949,5.0
2318,7981,5.0
2319,47610,4.5
2321,122918,5.0
2322,1248,5.0
2323,1243,4.5
2323,2064,5.0
2323,2336,5.0
2323,4903,4.5
2326,122918,4.5
2327,4878,5.0
2327,5047,5.0
2327,7845,4.5
2330,122918,4.5
2334,1339,4.5
2334,2819,5.0
2334,4878,4.5
2334,99114,4.5
2335,99114,5.0
2338,4878,4.5
2338,5617,4.5
2340,45,5.0
2340,475,5.0
2340,1276,5.0
2341,99114,4.5
2346,7438,5.0
2346,99114,5.0
2346,143385,4.5
2347,128360,5.0
2348,4878,4.5
2348,8949,4.5
2349,33288,5.0
2351,53000,5.0
2360,342,5.0
2361,4878,4.5
2361,99114,4.5
2364,910,5.0
2364,3256,5.0
2364,7579,4.5
2365,5047,5.0
2371,4878,4.5
2372,99114,5.0
2372,122918,5.0
2372,128360,5.0
2372,218537,5.0
2373,45517,4.5
2376,3256,5.0
2382,342,5.0
2382,910,5.0
2382,1248,5.0
2382,2336,4.5
2382,4878,5.0
2382,7438,4.5
2382,47610,5.0
2382,53000,4.5
2383,47610,5.0
2386,62434,5.0
2388,3108,4.5
