userId,movieId,tag,timestamp
2499,4878,Tumey's DVDs,1179305899
2499,5058,Tumey's DVDs,1198614966
2499,5617,Tumey's DVDs,1204827968
2499,7438,Tumey's DVDs,1179305980
2499,7981,Tumey's DVDs,1199108020
2499,8949,Tumey's DVDs,1186576544
2499,53000,Tumey's DVDs,1198350767
2556,71264,Anna Faris,1280237207
2556,71264,based on a book,1280237213
2556,71264,Bruce Campbell,1280237197
2556,71264,Mr. T,1280237202
2557,32657, ,1236803649
2817,7438,Quentin Tarantino,1357138083
2818,47610,magic,1627648254
2818,47610,twist ending,1627648252
2818,47610,visually appealling,1627648267
2818,209893,Comedy ,1648300044
2818,209893,family,1648300042
2818,209893,idiots,1648300038
3005,143385,cia,1618280433
3005,143385,cold war,1618280425
3005,143385,espionage,1618280490
3005,143385,kgb,1618280437
3005,143385,spies,1618280492
3033,3256,Anne Archer,1217547262
3033,3256,Harrison Ford,1217547262
3033,3256,PatrickBergin,1217547263
3033,3256,Sean Bean,1217547262
3033,3256,Thora Birch,1217547262
3033,7579,Ann Rutherford,1217624752
3033,7579,Edna May Oliver,1217624752
3033,7579,Greer Garson,1217624752
3033,7579,Laurence Olivier,1217624752
3033,7579,Mary Boland,1217624752
3033,7579,Maureen O'Sullivan,1217624752
3107,4878,thought-provoking,1493112408
3107,4878,time travel,1493112406
3107,85763,war,1507797993
3107,85763,World War I,1507797990
3107,99114,19th century,1476174206
3107,99114,Revenge,1476174190
3107,99114,western,1476174199
3178,47610,Brilliant Film,1192394266
3230,99114,bad ass,1424230195
3231,2600,alternate reality,1620846486
3231,2600,techno-evolution,1620846490
3231,3489,fairy tale,1665698905
3231,3489,fantasy,1665698909
3231,3489,father-son relationship,1665698923
3231,3489,Robin Williams,1665698914
3231,3489,visually appealing,1665698918
3231,4878,1980s,1614970920
3231,4878,alternate timeline,1614970870
3231,4878,atmospheric,1614970856
3231,4878,cerebral,1614970899
3231,4878,coming of age,1614970916
3231,4878,complicated,1614970890
3231,4878,cult classic,1614970903
3231,4878,cult film,1614970880
3231,4878,dark,1614970901
3231,4878,dreamlike,1614970860
3231,4878,dreams,1614970929
3231,4878,enigmatic,1614970893
3231,4878,funny,1614970927
3231,4878,great soundtrack,1614970905
3231,4878,high school,1614970886
3231,4878,Jake Gyllenhaal,1614970895
3231,4878,mental illness,1614970866
3231,4878,mindfuck,1614970875
3231,4878,music,1614970925
3231,4878,mystery,1614970896
3231,4878,original,1614970871
3231,4878,parallel universe,1614970942
3231,4878,philosophy,1614970882
3231,4878,psychological,1614970912
3231,4878,psychology,1614970858
3231,4878,quirky,1614970865
3231,4878,satirical,1614970888
3231,4878,schizophrenia,1614970918
3231,4878,social commentary,1614970868
3231,4878,soundtrack,1614970924
3231,4878,stylized,1614970898
3231,4878,surreal,1614970849
3231,4878,teen,1614970908
3231,4878,thought-provoking,1614970854
3231,4878,time travel,1614970847
3231,4878,twist ending,1614970877
3231,207830,action,1611267447
3231,207830,Arnold Schwarzenegger,1611267390
3231,207830,artificial intelligence,1611267443
3231,207830,car chase,1611267437
3231,207830,cyborg,1611267397
3231,207830,de-aging done well,1611267426
3231,207830,enhanced human,1611267395
3231,207830,female leads,1611348989
3231,207830,gender swap,1611348983
3231,207830,long fight scenes,1611267435
3231,207830,mexico,1611267400
3231,207830,redemption,1611267429
3231,207830,sci-fi,1611267393
3231,207830,series:terminator,1611267414
3231,207830,terminator,1611267385
3231,207830,time travel,1611267387
3231,207830,well-told,1611267417
3231,286107,Dracula,1681850160
3231,286107,Universal Pictures,1681850190
3231,286107,Vampire,1681850162
3418,4878,atmospheric,1459466314
3418,4878,cult film,1459466324
3418,4878,DARK,1459466329
3418,4878,high school,1459466317
3418,4878,mental illness,1459466321
3418,4878,original,1459466312
3418,4878,philosophy,1459466311
3418,4878,psychology,1459466308
3418,4878,satirical,1459466306
3418,4878,time travel,1459466301
3418,4878,weird,1459466319
3430,3256,Tom Clancy,1167489772
3528,4878,psychology,1302379315
3552,204542,great casting,1660531534
3606,122918,3D,1504979706
3781,2600,strange,1186691307
3781,99114,good soundtrack,1361643758
3781,99114,Samuel L. Jackson,1361643689
3781,99114,violence,1361643687
3781,99114,weak plot,1361643736
3810,143385,cold war,1612362116
3810,143385,spy,1612362114
3810,143385,Steven Spielberg,1612362118
3923,2722,hilarious,1379730554
3923,2722,ridiculous,1379730549
3923,2722,Samuel L. Jackson,1379730565
3923,2722,sharks,1379730557
3994,910,cross dressing,1502286836
3994,910,Marilyn Monroe,1502286832
3994,910,men in drag,1502286838
3994,4878,atmospheric,1502287125
3994,4878,cult classic,1502287146
3994,4878,cult film,1502287124
3994,4878,dreamlike,1502287113
3994,4878,jake gyllenhaal,1502287136
3994,4878,original,1502287114
3994,4878,quirky,1502287131
3994,4878,sci-fi,1502287120
3994,4878,surreal,1502287110
3994,4878,twist ending,1502287117
3994,4878,weird,1502287129
3994,7438,Quentin Tarantino,1502286247
3994,7438,quirky,1502286264
3994,7438,revenge,1502286248
3994,7438,strong female lead,1502286272
3994,7438,twist ending,1502286261
3994,7438,Uma Thurman,1502286257
3994,7438,visually appealing,1502286259
3994,128360,boring,1502286802
3994,128360,ensemble cast,1502286779
3994,128360,Kurt Russell,1502286775
3994,128360,one-room,1502286784
3994,128360,Quentin Tarantino,1502286764
3994,128360,Samuel L. Jackson,1502286771
3994,128360,too long,1502286766
4066,1248,atmospheric,1540305469
4066,1248,crime,1540305548
4066,1248,film noir,1540305463
4066,4878,alternate timeline,1487342256
4066,4878,atmospheric,1487342238
4066,4878,cult classic,1518361889
4066,4878,cult film,1518361891
4066,4878,dark,1518366192
4066,4878,intelligent,1518366942
4066,4878,mystery,1487342227
4066,4878,psychology,1518366947
4066,4878,science fiction,1518366202
4066,4878,surreal,1518361896
4066,4878,thought-provoking,1487342230
4070,8372,classic,1148591547
4070,8372,suitable for kids,1148591547
4340,33288,childhood,1654755537
4340,33288,neglected child,1654755588
4340,33288,sibling rivalry,1654755578
4340,33288,working class,1654755540
4459,152890,revenge,1507404104
4484,495,non-simulated sex,1637806858
4549,5617,black comedy,1520882527
4549,5617,love,1520882579
4549,5617,romance,1520882550
4549,5617,sexy,1520882589
4624,45517,animation,1507478907
4624,45517,comedy,1507478911
4624,45517,Pixar,1507478906
4653,99114,brutal,1533518850
4653,99114,good soundtrack,1533518858
4653,99114,Quentin Tarantino,1533518839
4653,99114,Samuel L. Jackson,1533518843
4653,99114,visually appealing,1533518845
4736,4878,cult film,1624114472
4736,4878,mindfuck,1624114466
4736,4878,original,1624114457
4736,4878,psychology,1624114459
4736,4878,quirky,1624114474
4736,4878,social commentary,1624114479
4736,4878,surreal,1624114461
4736,4878,thought-provoking,1624114451
4736,4878,time travel,1624114462
4736,4878,weird,1624114469
4771,99114,Christoph Waltz,1422987539
4771,99114,funny,1422987530
4771,99114,Leonardo DiCaprio,1422987527
4816,8949,implausibly saved by love,1644206129
4816,62434,Amateur Porn,1662402842
4816,62434,comedy,1662402845
4816,62434,Sexual Humor,1662402830
4816,124909,charming,1611457603
4816,124909,jazz,1611457565
4816,124909,Johnnie Davis,1613787803
4816,124909,lighthearted,1611457578
4816,124909,Lionel Hampton,1611457531
4816,218537,bad science,1619184495
4816,218537,comedy,1619190221
4816,218537,Groundhog Day,1619184482
4911,4878,cruel,1252931839
4911,47610,predictable,1252933337
4970,4878,alternate timeline,1272357631
4970,4878,dreamlike,1272357617
4970,4878,psychology,1272357619
4970,4878,surreal,1272357621
4970,4878,time travel,1272357623
4970,7438,kung fu,1274749333
4970,7438,martial arts,1274749334
4970,7438,Quentin Tarantino,1274749330
5029,3263,Ron Shelton,1520802296
5029,3263,Rosie Perez,1520802309
5029,3263,Wesley Snipes,1520802294
5029,3263,Woody Harrelson,1520802288
5029,3264,Donald Sutherland,1677036213
5029,3264,Fran Rubel Kuzui,1677036210
5029,3264,strong female character,1677036205
5029,91694,Clive Owen,1584694531
5029,91694,Horror,1584694545
5029,91694,suspense,1584694522
5029,122918,character development,1502749544
5029,122918,Chris Pratt,1502749535
5029,122918,Comedy,1502749553
5029,122918,fun,1502749573
5029,122918,Great soundtrack,1502749530
5029,122918,humorous,1502749549
5029,122918,Marvel,1502749527
5029,122918,sci-fi,1502749524
5029,122918,space,1502749565
5029,122918,stupid story,1502749558
5029,122918,visuall effects,1502749540
5029,175671,Bruce Lee,1503451810
5029,191799,Emma Booth,1532824372
5029,191799,Lizzy Caplan,1532824361
5029,191799,Michael Peña,1532824348
5029,191799,Netflix,1532824330
5029,191799,Visions,1532824382
5029,207830,Arnold Schwarzenegger,1579488893
5029,207830,de-aging done well,1579488907
5029,207830,enhanced human,1579488898
5029,207830,female protagonist,1579488900
5029,207830,Linda Hamilton,1579488914
5029,207830,Mackenzie Davis,1579488905
5029,207830,mexico,1579488901
5029,207830,sci-fi,1579488896
5080,3927,trapped in a human body,1560876929
5125,1339,vampire,1603128087
5125,1339,vampires,1603128089
5125,3108,forgiveness,1603492610
5125,3108,loss of loved one,1603492620
5125,3108,mental illness,1603492594
5125,3108,thought-provoking,1603492588
5125,3264,vampire,1603128312
5125,3264,vampires,1603128313
5125,111804,Jack the Ripper,1603043183
5125,111804,Nudity (Topless),1603052318
5125,111804,prostitutes,1603052435
5125,111804,rape,1603052589
5125,111804,serial killer,1603052311
5188,27604,crazy,1473010157
5188,27604,disturbing,1473010193
5188,27604,fun,1473010176
5188,27604,hyper,1473010155
5188,27604,insane,1473010154
5188,27604,j-pop,1473010160
5188,27604,japan,1473010162
5188,27604,odd,1473010165
5188,27604,sick,1473010190
5188,27604,surreal,1473009774
5188,27604,surrealism,1473009779
5188,27604,unique,1473010163
5188,27604,weird,1473010150
5188,77307,abstract,1473009026
5188,77307,Aggeliki Papoulia,1473009242
5188,77307,Anna Kalaitzidou,1473009243
5188,77307,cat killing,1473009001
5188,77307,Christos Stergioglou,1473009259
5188,77307,coming of age,1473009003
5188,77307,destruction of the nuclear family's model,1473009277
5188,77307,disturbing,1473008986
5188,77307,drama,1473009264
5188,77307,dysfunctional family,1473009164
5188,77307,ending,1473009031
5188,77307,family relationships,1473008998
5188,77307,Giorgos Lanthimos,1473009255
5188,77307,Hristos Passalis,1473009245
5188,77307,incest,1473008988
5188,77307,isolation,1473008994
5188,77307,Mary Tsoni,1473009248
5188,77307,Michelle Valley,1473009250
5188,77307,Nudity (Full Frontal),1473009167
5188,77307,oppression,1473009041
5188,77307,parenthood,1473008990
5188,77307,Rule-making,1473009015
5188,77307,seclusion,1473009023
5188,77307,Self-Mutilation,1473009252
5188,77307,sex,1473008996
5188,77307,sexuality,1473008992
5188,77307,surrealism,1473009147
5188,77307,violence,1473009165
5188,77307,weird,1473009169
5292,7438,Eric's Dvds,1145843562
5318,3983,complex characters,1290381340
5318,3983,complex relationships,1290381346
5318,3983,family,1290381366
5318,3983,Laura Linney,1290381283
5318,3983,Mark Ruffalo,1290381285
5318,3983,realistic,1290381303
5318,3983,realistic relationships,1290381327
5318,3983,religion,1290381355
5318,3983,SIBLING RELATIONSHIPS,1290381360
5318,3983,smart,1290381312
5318,3983,sweet,1290381300
5318,3983,workplace,1290381357
5318,4878,dreamlike,1290462637
5318,4878,high school,1290462679
5318,4878,plot holes,1290462692
5318,4878,psychology,1290462686
5318,4878,stereotypes,1290462696
5318,4878,stylized,1290462628
5318,4878,surreal,1290462630
5318,4878,thought-provoking,1290462631
5318,4878,time travel,1290462633
5318,4878,twist ending,1290462682
5318,8949,dark comedy,1290381198
5318,8949,overrated,1290383089
5318,8949,seedy,1290381233
5318,8949,unlikable,1290381205
5318,8949,Unlikable protagonist,1290381222
5318,8949,unsafisfying,1290381210
5318,8949,wine,1290381258
5371,144976,absurd,1597602107
5371,144976,atmospheric,1597602118
5371,144976,brutal,1597602110
5371,144976,cannibalism,1597602103
5371,144976,gore,1597602113
5371,207830,plot holes,1584043055
5371,207830,uninspired,1584043107
5371,218537,comedy,1601928761
5371,218537,existential,1601928752
5371,218537,time loop,1601928751
5371,255337,dull,1637881501
5371,255337,kids movie,1637881485
5371,255337,predictable,1637881581
5385,32657,ecological,1454336549
5527,4467,cult film,1622879940
5527,4467,Terry Gilliam,1622879936
5527,4467,too long,1622879994
5527,204542,bad adaptation,1589014112
5527,204542,Bill Hader,1589014059
5527,204542,jump scares,1589014079
5527,204542,Stephen King,1589014061
5527,204542,too long,1589014069
5527,207830,Arnold Schwarzenegger,1582053582
5527,207830,Linda Hamilton,1582053674
5527,207830,long fight scenes,1582053686
5527,207830,plot holes,1582053624
5527,207830,sci-fi,1582053609
5527,207830,terminator,1582053606
5527,207830,time travel,1582053639
5527,207830,uninspired,1582053614
5527,282125,Marvel,1676837011
5527,282125,multiverse,1676837022
5695,71264,funny,1662866425
5695,71264,witty,1662866427
5775,2064,auto industry layoffs,1247207075
5775,2064,business,1247207035
5775,2064,capitalism,1247207001
5775,2064,corporate America,1247207067
5775,2064,Michael Moore,1247207026
5775,2064,propaganda,1247207081
5854,4878,atmospheric,1430606292
5854,4878,cult film,1430606304
5854,4878,dreamlike,1430606301
5854,4878,mental illness,1430606281
5854,4878,original,1430606298
5854,4878,psychology,1430606294
5854,4878,surreal,1430606285
5854,4878,time travel,1430606283
5854,4878,weird,1430606289
5871,4878,dreamlike,1373238653
5871,4878,psychology,1373238640
5871,4878,surreal,1373238662
5871,4878,time travel,1373238645
5871,4878,twist ending,1373238649
5905,126591,adventure,1424113084
5905,126591,lasers,1424113084
5905,126591,scifi,1424113084
5906,1339,SUPERNATURAL ROMANCE,1310153723
5951,4467,Terry Gilliam,1168374924
6110,146050,eastern,1534703490
6122,47610,love story,1449394368
6122,47610,magic,1449394358
6122,47610,predictable,1449394383
6122,47610,romance,1449394371
6122,47610,sex scene,1449394355
6122,47610,surprise ending,1449394367
6122,99114,good soundtrack,1449393705
6122,99114,Humour,1449393697
6122,99114,Leonardo DiCaprio,1449393685
6122,99114,Quentin Tarantino,1449394125
6277,5617,sex,1230493746
6296,7438,kung fu,1251903379
6296,7438,Quentin Tarantino,1251903357
6324,2064,american idiocy,1268677725
6324,2064,business,1268677713
6324,2064,capitalism,1268677693
6324,2064,cars,1268677683
6324,2064,corporate America,1268677711
6324,2064,directorial debut,1268677745
6324,2064,documentary,1268677686
6324,2064,documentary critique,1268677688
6324,2064,Flint,1268677767
6324,2064,GM,1268677776
6324,2064,Michael Moore,1268677705
6324,2064,Michigan,1268677702
6324,2064,politics,1268677698
6324,2064,workers,1268677703
6324,4878,bad ending,1373774575
6324,4878,mental illness,1373774516
6324,4878,no sense ending,1373774575
6324,4878,plot holes,1373774575
6324,4878,pretentious,1373774597
6324,4878,social commentary,1373774510
6324,4878,surreal,1373774539
6324,5451,bizarre,1309035642
6324,5451,disability,1309035646
6324,5451,mental illness,1309035649
6324,5451,satirical,1309035658
6324,62434,Amateur Porn,1289407732
6324,62434,Elizabeth Banks,1289407663
6324,62434,Male Full Frontal Nudity,1289407681
6324,62434,Nudity (Full Frontal),1289407707
6324,62434,Nudity (Topless),1289407700
6324,62434,pornography,1289407739
6324,62434,racist humor,1289407635
6324,62434,Seth Rogen,1289407646
6324,62434,sex,1289407642
6324,62434,Sex Comedy,1289407749
6324,62434,Sex Scene,1289407630
6324,62434,Sexual Humor,1289407620
6324,62434,Star Wars,1289407612
6324,69069,camp,1262801780
6324,69069,cheerleading,1262801791
6324,69069,football,1262801993
6324,69069,Gay Character,1262801871
6324,69069,lesbian character,1262801894
6324,69069,Nudity (Topless),1262801972
6324,69069,sarah roemer,1262801763
6324,69069,summer camp,1262802033
6324,93838,awesome martial arts,1338958525
6324,93838,brutal,1338958518
6324,93838,intense,1338958536
6324,93838,thin plot,1338958531
6324,93838,visceral,1338958542
6324,99114,19th century,1375587913
6324,99114,action,1375588025
6324,99114,brutal,1375587916
6324,99114,epic,1375587919
6324,99114,Flashbacks,1375587927
6324,99114,good soundtrack,1375587973
6324,99114,Great performances,1375587968
6324,99114,ku klux klan,1375587930
6324,99114,Leonardo DiCaprio,1375587961
6324,99114,murder,1375587934
6324,99114,racism,1375588017
6324,99114,Revenge,1375587937
6324,99114,Samuel L. Jackson,1375587957
6324,99114,slavery,1375588003
6324,99114,tense,1375587979
6324,99114,violence,1375587939
6324,99114,violent,1375587943
6324,99114,visually appealing,1375587945
6324,99114,western,1375587954
6324,106540,drama,1398653880
6324,106540,heartwarming,1398653909
6324,106540,parenthood,1398653886
6324,106540,sperm donor,1398653891
6324,106540,Vince Vaughn,1398653889
6324,122918,Chris Pratt,1495007703
6324,122918,Marvel,1495007717
6324,122918,sci-fi,1495007697
6324,122918,Sequel,1495007713
6324,122918,space,1495007696
6324,143369,Argentina,1527532150
6324,143369,buenos aires,1527532175
6324,143369,history,1527532163
6324,143369,kidnapping,1527532152
6324,143369,Pablo Trapero,1527532153
6324,175179,celebrity,1565938141
6324,175179,climate change,1565938127
6324,175179,evolution,1565938130
6324,175179,global warming,1565938131
6324,175179,science,1565938135
6324,175179,solar sail,1565938135
6324,175671,bad use of resources,1527534426
6324,175671,Bruce Lee,1521336515
6324,175671,had potential,1527534410
6324,175671,kung fu,1527534367
6324,175671,martial arts,1527534383
6324,175671,philosophy,1527534381
6324,175671,too inaccurate,1521336511
6324,204542,antagonist,1588402591
6324,204542,based on a book,1588402589
6324,204542,Bechdel Test:Fail,1588402594
6324,204542,childhood friends,1588402571
6324,204542,cinematography,1588402573
6324,204542,clown,1588402579
6324,204542,coming of age,1588402587
6324,204542,horror,1588402577
6324,204542,monster,1588402575
6324,204542,ritual,1588402596
6324,204542,sequel,1588402555
6324,204542,Stephen King,1588402600
6324,204542,supernatural,1588402598
6324,207830,action,1580017879
6324,207830,Arnold Schwarzenegger,1580017872
6324,207830,commentary on US border control policy,1580017942
6324,207830,cyborg,1580017893
6324,207830,enhanced human,1580017882
6324,207830,female leads,1580017936
6324,207830,female protagonist,1580017885
6324,207830,forgiveness,1580017933
6324,207830,future,1580017930
6324,207830,mexico,1580017887
6324,207830,non-gratuitous female nudity,1580017969
6324,207830,redemption,1580017974
6324,207830,sci-fi,1580017874
6324,207830,series:terminator,1580017926
6324,207830,terminator,1580017869
6324,207830,time travel,1580017876
6324,207830,well-told,1580017950
6344,5617,oh so sexy,1157325218
6388,5617,erotic,1440151079
6388,47610,Edward Norton,1440151386
6388,47610,twist ending,1440151389
6424,1243,metafiction,1363116207
6424,53000,zombies,1324137472
6424,67734,nostalgic,1323295011
6602,128360,tension building,1574604504
6602,128360,visually appealing,1574604514
6602,144976,atmospheric,1574621971
6602,144976,western,1574621947
6621,2315,Chucky,1519609086
6621,2315,horror,1519609077
6621,2315,serial killers,1519609079
6621,99114,bounty hunter,1591656043
6621,99114,BOUNTY HUNTERS,1591656034
6621,99114,Christoph Waltz,1591655977
6621,99114,epic,1591656038
6621,99114,Jamie Foxx,1591655965
6621,99114,Jonah Hill,1591656040
6621,99114,Leonardo DiCaprio,1591655957
6621,99114,Quentin Tarantino,1591655949
6621,99114,racism,1591656000
6621,99114,revenge,1591655974
6621,99114,Samuel L. Jackson,1591655960
6621,99114,slavery,1591655984
6621,99114,spaghetti western,1591655988
6621,99114,violence,1591655996
6621,99114,western,1591655992
6621,137563,practical effects,1523210268
6621,144976,bisection,1525386438
6621,144976,cannibalism,1525386368
6621,144976,cannibals,1525386372
6621,144976,scalping,1525386436
6621,144976,western,1525386381
6621,204542,Bill Hader,1584497624
6621,204542,clown,1584497639
6621,204542,great casting,1584497641
6621,204542,horror,1584497630
6621,204542,James McAvoy,1584497636
6621,204542,Jessica Chastain,1584497627
6621,204542,monster,1584497645
6621,204542,ritual,1584497646
6621,204542,sequel,1584497657
6621,204542,Stephen King,1584497621
6621,207830,action,1605558799
6621,207830,Arnold Schwarzenegger,1605558796
6621,207830,cyborg,1605558811
6621,207830,enhanced human,1605558807
6621,207830,female leads,1605558838
6621,207830,female protagonist,1605558813
6621,207830,forgiveness,1605558832
6621,207830,Linda Hamilton,1605558804
6621,207830,Mackenzie Davis,1605558818
6621,207830,mexico,1605558816
6621,207830,redemption,1605558829
6621,207830,sci-fi,1605558798
6621,207830,terminator,1605558791
6621,207830,time travel,1605558794
6767,99114,politically correct,1582024625
6767,193960,hypergamy,1586298474
6777,7438,action,1626690965
6777,7438,atmospheric,1626690964
